Purple Book Monthly Historical Data Changes Report - November 2025,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
,GlaxoSmithKline Biologicals,103239,Engerix-B,Hepatitis B Vaccine (Recombinant),351(a),10UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,28-Aug-89, ,N/A,0,Original,1617,3,CBER,,,,,
,GlaxoSmithKline Biologicals,103239,Engerix-B,Hepatitis B Vaccine (Recombinant),351(a),10UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,28-Aug-89, ,N/A,0,Original,1617,4,CBER,,,,,
,Grifols Biologicals LLC,103249,"Alphanine, Alphanine Hp, Alphanine Sd",Coagulation Factor IX (Human),351(a),500IU,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Dec-90, ,N/A,0,Original,1694,1,CBER,,,,,31-Dec-97
,Grifols Biologicals LLC,103249,"Alphanine, Alphanine Hp, Alphanine Sd",Coagulation Factor IX (Human),351(a),1000IU,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Dec-90, ,N/A,0,Original,1694,2,CBER,,,,,31-Dec-97
,Grifols Biologicals LLC,103249,"Alphanine, Alphanine Hp, Alphanine Sd",Coagulation Factor IX (Human),351(a),250IU,Injection,Intravenous,Single-Dose Vial,Disc,Licensed,31-Dec-90, ,N/A,0,Original,1694,3,CBER,,,,,31-Dec-97
,Grifols Biologicals LLC,103249,"Alphanine, Alphanine Hp, Alphanine Sd",Coagulation Factor IX (Human),351(a),1500IU,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,31-Dec-90, ,N/A,0,Original,1694,4,CBER,,,,,31-Dec-97
,"Nielsen Bioscience, Inc",103257,Candin,Candida albicans Skin Test Antigen for Cellular Hypersensitivity,351(a),1U/.1ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,27-Nov-95, ,N/A,0,Original,1903,1,CBER,,,,,
,Iovance Biotherapeutics Manufacturing LLC,103293,Proleukin,aldesleukin,351(a),22MILLION INTERNATIONAL UNITS (1.3MG),For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,5-May-92,N/A,N/A,,Original,2353,1,CDER,,,,,9-Jan-05
,"Nielsen Bioscience, Inc",103317,,Positive Skin Test Control-Histamine,351(a),1.8MG/ML,Injection,Percutaneous,Vial,Disc,Licensed,14-Feb-92, ,N/A,0,Original,1903,1,CBER,,,,,
,"Allergy Laboratories, Inc.",103324,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,11-Jul-30, ,N/A,0,Original,103,1,CBER,,,,,
,"Allergy Laboratories, Inc.",103324,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,11-Jul-30, ,N/A,0,Original,103,2,CBER,,,,,
,Bayer HealthCare LLC,103332,"Helixate Fs, Kogenate, Kogenate Fs",Antihemophilic Factor (Recombinant),351(a),250IU,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,20-Aug-02, ,N/A,5000,Supplement,8,1,CBER,,,,,25-Feb-00
,Bayer HealthCare LLC,103332,"Helixate Fs, Kogenate, Kogenate Fs",Antihemophilic Factor (Recombinant),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,20-Aug-02, ,N/A,5000,Supplement,8,2,CBER,,,,,25-Feb-00
,Bayer HealthCare LLC,103332,"Helixate Fs, Kogenate, Kogenate Fs",Antihemophilic Factor (Recombinant),351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,20-Aug-02, ,N/A,5000,Supplement,8,3,CBER,,,,,25-Feb-00
,Bayer HealthCare LLC,103332,"Helixate Fs, Kogenate, Kogenate Fs",Antihemophilic Factor (Recombinant),351(a),2000IU,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,7-Jun-07, ,N/A,5672,Supplement,8,4,CBER,,,,,25-Feb-00
,Bayer HealthCare LLC,103332,"Helixate Fs, Kogenate, Kogenate Fs",Antihemophilic Factor (Recombinant),351(a),3000IU,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,31-Jul-09, ,N/A,5987,Supplement,8,5,CBER,,,,,25-Feb-00
,Bavarian Nordic A/S,103334,Rabavert,Rabies Vaccine,351(a),2.5IU,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,20-Oct-97, ,N/A,0,Original,2096,1,CBER,,,,,
,"Instituto Grifols, S.A.",103352,Human Albumin Grifols,Albumin (Human),351(a),12.5G/50ML,Injection,Intravenous,Single-Dose Vial,Disc,Licensed,17-Feb-95, ,N/A,5024,Supplement,1181,1,CBER,,,,,
,"Instituto Grifols, S.A.",103352,Human Albumin Grifols,Albumin (Human),351(a),20G/100ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Jun-03, ,N/A,0,Original,1181,2,CBER,,,,,
,"Instituto Grifols, S.A.",103352,Human Albumin Grifols,Albumin (Human),351(a),10G/50ML,Injection,Intravenous,Single-Dose Vial,Disc,Licensed,17-Feb-95, ,N/A,5024,Supplement,1181,3,CBER,,,,,
,"Instituto Grifols, S.A.",103352,Human Albumin Grifols,Albumin (Human),351(a),25G/100ML,Injection,Intravenous,Single-Dose Vial,Disc,Licensed,11-Jun-03, ,N/A,0,Original,1181,4,CBER,,,,,
,Amgen Inc.,103353,Neupogen,filgrastim,351(a),300MCG/ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,20-Feb-91,N/A,N/A,,Original,1080,1,CDER,,,,,30-Mar-22
,Amgen Inc.,103353,Neupogen,filgrastim,351(a),480MCG/1.6ML,Injection ,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,20-Feb-91,N/A,N/A,,Original,1080,2,CDER,,,,,30-Mar-22
,Amgen Inc.,103353,Neupogen,filgrastim,351(a),300MCG/0.5ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,28-Jun-00,N/A,N/A,1043,Supplement,1080,3,CDER,,,,,30-Mar-22
,Amgen Inc.,103353,Neupogen,filgrastim,351(a),480MCG/0.8ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,28-Jun-00,N/A,N/A,1043,Supplement,1080,4,CDER,,,,,30-Mar-22
,"Partner Therapeutics, Inc.",103362,Leukine,sargramostim,351(a),250MCG,For Injection,"Intravenous, Subcutaneous ",Single-Dose Vial,Rx,Licensed,5-Mar-91,N/A,N/A,,Original,2087,1,CDER,,,,,29-Mar-25
,"Partner Therapeutics, Inc.",103362,Leukine,sargramostim,351(a),500MCG/ML,Injection ,"Intravenous, Subcutaneous ",Multi-Dose Vial,Disc,Licensed,5-Mar-91,N/A,N/A,,Original,2087,2,CDER,,,,,29-Mar-25
,"Takeda Pharmaceuticals U.S.A., Inc.",103375,"Bioclate (Armour), Recombinate",Antihemophilic Factor (Recombinant),351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Dec-92, ,N/A,0,Original,1898,1,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103375,"Bioclate (Armour), Recombinate",Antihemophilic Factor (Recombinant),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Dec-92, ,N/A,0,Original,1898,2,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103375,"Bioclate (Armour), Recombinate",Antihemophilic Factor (Recombinant),351(a),250IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Dec-92, ,N/A,0,Original,1898,3,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103375,"Bioclate (Armour), Recombinate",Antihemophilic Factor (Recombinant),351(a),1500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Mar-10, ,N/A,5313,Supplement,1898,4,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",103375,"Bioclate (Armour), Recombinate",Antihemophilic Factor (Recombinant),351(a),2000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,10-Mar-10, ,N/A,5313,Supplement,1898,5,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,1,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,2,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,3,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,4,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"5,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,5,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"5,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,6,CBER,,,,,
,"Greer Laboratories, Inc.",103397,,"Animal Allergens, Standardized Cat Hair",351(a),"5,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,15-Sep-58, ,N/A,0,Original,308,7,CBER,,,,,
,Servier Pharmaceuticals LLC,103411,Oncaspar,pegaspargase,351(a),"3,750IU/5ML(750IU/ML)",Injection ,"Intravenous, Intramuscular",Single-Dose Vial,Rx,Licensed,1-Feb-94,N/A,N/A,,Original,2125,1,CDER,,,,,1-Feb-01
,"Centocor Ortho Biotech Products, L.P.",103463,Orthoclone OKT3,muromonab-CD3,351(a),1MG/ML,Injection ,Intravenous,Ampule,Disc,Voluntarily Revoked,14-Sep-92,N/A,N/A,,,1824,1,CDER,,,,,
,Bayer HealthCare Pharmaceuticals Inc.,103471,Betaseron,interferon beta-1b,351(a),0.3MG,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,23-Jul-93,N/A,N/A,,Original,1778,1,CDER,,,,,
,"Allermed Laboratories, Inc.",103473,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,1,CBER,,,,,
,"Allermed Laboratories, Inc.",103473,,"Animal Allergens, Standardized Cat Hair",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,12-Mar-74, ,N/A,0,Original,467,2,CBER,,,,,
,GlaxoSmithKline Biologicals,103475,Havrix,Hepatitis A Vaccine,351(a),720ELISA U/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,22-Feb-95, ,N/A,0,Original,1617,1,CBER,,,,,
,GlaxoSmithKline Biologicals,103475,Havrix,Hepatitis A Vaccine,351(a),720ELISA U/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,22-Feb-95, ,N/A,0,Original,1617,2,CBER,,,,,
,GlaxoSmithKline Biologicals,103475,Havrix,Hepatitis A Vaccine,351(a),1440ELISA U/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,22-Feb-95, ,N/A,0,Original,1617,3,CBER,,,,,
,GlaxoSmithKline Biologicals,103475,Havrix,Hepatitis A Vaccine,351(a),1440ELISA U/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,22-Feb-95, ,N/A,0,Original,1617,4,CBER,,,,,
,"Genentech, Inc.",103532,Pulmozyme,dornase alfa,351(a),2.5MG/2.5ML (1MG/ML),Solution,Inhalation,Ampule,Rx,Licensed,30-Dec-93,N/A,N/A,,Original,1048,1,CDER,,,,,30-Dec-00
,Merck Sharp & Dohme LLC,103552,Varivax,Varicella Virus Vaccine Live,351(a),NLT  1350PFU/.5ML,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,17-Mar-95, ,N/A,0,Original,2,1,CBER,,,,,
,Merck Sharp & Dohme LLC,103552,Varivax,Varicella Virus Vaccine Live,351(a),NLT  1350PFU/.5ML,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,27-Feb-23, ,N/A,6277,Supplement,2,2,CBER,,,,,
,"Greer Laboratories, Inc.",103569,,Plague Vaccine,351(a),2BIL. CELL/ML,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,5-Oct-94, ,N/A,0,Original,308,1,CBER,,,,,
,"Janssen Biotech, Inc.",103575,Reopro,abciximab,351(a),"	2MG/ML",Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,22-Dec-94,N/A,N/A,,Original,1864,1,CDER,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),50U/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,29-Mar-96, ,N/A,0,Original,2,1,CBER,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),25U/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,29-Mar-96, ,N/A,0,Original,2,2,CBER,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),50U/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Mar-96,N/A,N/A,0,Original,2,3,CBER,,,,,
,Merck Sharp & Dohme LLC,103606,Vaqta,Hepatitis A Vaccine Inactivated,351(a),25U/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Mar-96, ,N/A,0,Original,2,4,CBER,,,,,
,"Aytu BioScience, Inc.",103608,ProstaScint,capromab pendetide,351(a),0.5MG/1ML,Injection ,Intravenous,Single-Dose Vial,Disc,Licensed,28-Oct-96,N/A,N/A,,Original,2035,1,CDER,,,,,
,Merck Sharp & Dohme LLC,103623,COMVAX ,Haemophilus b Conjugate (Meningococcal Protein Conjugate) and Hepatitis B (Recombinant) Vaccine,351(a),7.5UG PRP/125UG OMPC/5UG HBsAg,Injection,Intramuscular,Vial,Disc,Voluntarily Revoked,2-Oct-96, , ,0,Original,2,1,CBER,,,,,
,Biogen Inc.,103628,Avonex,interferon beta-1a,351(a),30MCG,For Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,17-May-96,N/A,N/A,,Original,1697,1,CDER,,,,,17-May-03
,Biogen Inc.,103628,Avonex,interferon beta-1a,351(a),30MCG/0.5ML,Injection ,Intramuscular,Pre-Filled Syringe,Rx,Licensed,28-May-03,N/A,N/A,5021,Supplement,1697,2,CDER,,,,,17-May-03
,Biogen Inc.,103628,Avonex,interferon beta-1a,351(a),30MCG/0.5ML,Injection ,Intramuscular,Autoinjector,Rx,Licensed,27-Feb-12,N/A,N/A,5191,Supplement,1697,3,CDER,,,,,17-May-03
,GlaxoSmithKline Biologicals,103647,Infanrix,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),25LF/10LF/25UG/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,29-Jan-97, ,N/A,0,Original,1617,1,CBER,,,,,
,GlaxoSmithKline Biologicals,103647,Infanrix,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),25LF/10LF/25UG/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,29-Jan-97, ,N/A,0,Original,1617,2,CBER,,,,,
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,For Injection,Intramuscular,Vial,Disc,Licensed,2-Apr-96, ,N/A,0,Original,2098,1,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,For Injection,Intravenous,Vial,Disc,Licensed,2-Apr-96, ,N/A,0,Original,2098,2,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,For Injection,Intramuscular,Vial,Disc,Licensed,2-Apr-96, ,N/A,0,Original,2098,3,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,For Injection,Intravenous,Vial,Disc,Licensed,2-Apr-96, ,N/A,0,Original,2098,4,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,For Injection,Intramuscular,Vial,Disc,Licensed,2-Apr-96, ,N/A,0,Original,2098,5,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,For Injection,Intravenous,Vial,Disc,Licensed,2-Apr-96, ,N/A,0,Original,2098,6,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,7,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,8,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,9,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),5000IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,10,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),2500IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,11,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),2500IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,12,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,Injection,Intramuscular,Vial,Rx,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,13,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),1500IU,Injection,Intravenous,Vial,Rx,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,14,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,Injection,Intramuscular,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,15,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),600IU,Injection,Intravenous,Vial,Disc,Licensed,31-Mar-05, ,N/A,5107,Supplement,2098,16,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intravenous,Vial,Disc,Licensed,18-Dec-15, ,N/A,5690,Supplement,2098,17,CBER,,,,,24-Mar-02
,Kamada Ltd.,103649,"Winrho Sd, Winrho Sdf Liquid, Winrho Sdf Lyophilized",Rho(D) Immune Globulin Intravenous (Human),351(a),15000IU,Injection,Intramuscular,Vial,Disc,Licensed,18-Dec-15, ,N/A,5690,Supplement,2098,18,CBER,,,,,24-Mar-02
,Vericel Corporation,103661,Carticel Sm Service,Autologous Cultured Chondrocytes,351(a),12MIU/VL,Injection,Implantation,Single-Dose Vial,Disc,Licensed,22-Aug-97, ,N/A,0,Original,2010,1,CBER,,,,,
,Kadmon Pharmaceuticals LLC,103663,Infergen,interferon alfacon-1,351(a),9MCG/0.3ML (30MCG/ML),Injection ,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,6-Oct-97,N/A,N/A,,,1867,1,CDER,,,,,
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),2.4MG,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,25-Mar-99, ,N/A,0,Original,1261,1,CBER,,,,,2-Jul-21
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),1.2MG,For Injection,Intravenous,Vial,Disc,Licensed,15-Nov-00, ,N/A,5000,Supplement,1261,2,CBER,,,,,2-Jul-21
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),4.8MG,For Injection,Intravenous,Vial,Disc,Licensed,15-Nov-00, ,N/A,5000,Supplement,1261,3,CBER,,,,,2-Jul-21
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),5.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-08, ,N/A,5231,Supplement,1261,4,CBER,,,,,2-Jul-21
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),1.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-08, ,N/A,5231,Supplement,1261,5,CBER,,,,,2-Jul-21
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),2.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,9-May-08, ,N/A,5231,Supplement,1261,6,CBER,,,,,2-Jul-21
,Novo Nordisk Inc.,103665,"Novoseven, Novoseven Rt",Coagulation Factor VIIa (Recombinant),351(a),8.0MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6-Aug-10, ,N/A,5605,Supplement,1261,7,CBER,,,,,2-Jul-21
,Sanofi Pasteur Limited,103666,Daptacel,Diphtheria & Tetanus Toxoids & Acellular Pertussis Vaccine Adsorbed,351(a),0.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,14-May-02, ,N/A,0,Original,1726,1,CBER,,,,,
,Pharmacia & Upjohn Company LLC,103676,Atgam,"Lymphocyte Immune Globulin, Anti-thymocyte Globulin (Equine)",351(a),50MG/ML,Injection,Intravenous,Ampule,Rx,Licensed,4-Dec-96, ,N/A,0,Original,1216,1,CBER,,,,,
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),1000IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-97, ,N/A,0,Original,3,1,CBER,,,,,11-Feb-04
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),500IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-97, ,N/A,0,Original,3,2,CBER,,,,,11-Feb-04
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),250IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,11-Feb-97, ,N/A,0,Original,3,3,CBER,,,,,11-Feb-04
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),2000IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,21-Mar-07, ,N/A,5245,Supplement,3,4,CBER,,,,,11-Feb-04
,Wyeth Pharmaceuticals LLC,103677,Benefix,Coagulation Factor IX (Recombinant),351(a),3000IU/ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,23-Nov-11, ,N/A,6051,Supplement,3,5,CBER,,,,,11-Feb-04
,"Smith & Nephew, Inc.",103691,Regranex,becaplermin,351(a),0.0001,Gel,Topical,Tube,Rx,Licensed,16-Dec-97,N/A,N/A,,Original,2004,1,CDER,,,,,
,Wyeth Pharmaceuticals Inc.,103694,Neumega,oprelvekin,351(a),5MG,For Injection,Subcutaneous,Single-Dose Vial,Disc,Voluntarily Revoked,25-Nov-97,N/A,N/A,,Original,3,1,CDER,,,,,
,"Genentech, Inc.",103705,Rituxan,rituximab,351(a),100MG/10ML (10MG/ML),Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,26-Nov-97,N/A,N/A,,Original,1048,1,CDER,,,,,2-Dec-28
,"Genentech, Inc.",103705,Rituxan,rituximab,351(a),500MG/50ML (10MG/ML),Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,26-Nov-97,N/A,N/A,,Original,1048,2,CDER,,,,,2-Dec-28
,IDEC Pharmaceuticals Corp.,103737,Rituxan,rituximab,351(a),100MG/10ML (10MG/ML),Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,19-Feb-02,N/A,N/A,,,1235,1,CDER,,,,,
,IDEC Pharmaceuticals Corp.,103737,Rituxan,rituximab,351(a),500MG/50ML (10MG/ML),Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,19-Feb-02,N/A,N/A,,,1235,2,CDER,,,,,
,SmartPractice Denmark ApS,103738,T.R.U.E. Test,Thin-Layer Rapid Use Epicutaneous Patch Test,351(a),"36 MCG NICKEL/PATCH, 810 MCG WOOL ALCOHOL/PATCH, 486 MCG NEOMYCIN SULFATE/PATCH, 15.7 MCG CHROMIUM/PATCH, 510 MCG CAINE MIX/PATCH, 405 MCG FRAGRANCE MIX/PATCH, 972 MCG COLOPHONY/PATCH, 810 MCG PARABEN/PATCH, 648 MCG OF BALSAM OF PERU RESIN/PATCH, 18 MCG E",Patch,Topical,Pouch,Rx,Licensed,15-Aug-97, ,N/A,0,Original,1888,1,CBER,,,,,
,Hoffmann-La Roche Inc.,103749,Zenapax,daclizumab,351(a),25MG/5ML,Injection ,Intravenous,Single-Dose Vial,Disc,Voluntarily Revoked,10-Dec-97,N/A,N/A,,,136,1,CDER,,,,,
